id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,result
10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,1,9,5,10,15,10,32,39,56,63,51,38,48,36,47,52,54,38,59,76,96,92,87,64,52,37,35,22,7,15,7,7,16,5,8,11,13,6,5,6,12,5,9,6,11,9,13,11,9,6,10,11,10,18,10,10,9,10,6,12,7,12,7,8,8,21,10,18,10,15,12,13,16,15,12,12,11,17,21,15,14,20,28,23,21,32,24,24,36,22,27,28,32,36,33,21,32,33,37,56,50,47,46,70,53,41,52,60,51,48,56,43,57,74,57,51,44,66,47,50,55,57,60,65,61,64,49,69,80,70,73,79,64,54,55,69,67,53,48,43,43,56,51,47,48,46,42,36,32,51,43,43,30,30,35,27,30,23,32,24,17,15,18,14,16,19,8,3,5,6,9,4,5,2,2,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,3,2,4,4,8,22,21,42,58,59,59,35,35,37,48,36,49,60,79,84,110,77,67,53,35,44,12,24,14,14,10,11,7,9,11,14,7,11,8,12,9,8,18,12,12,9,10,9,7,13,8,16,9,6,9,13,12,6,11,14,19,5,8,16,15,15,19,12,13,17,20,13,16,14,16,15,19,16,22,15,34,16,19,25,21,29,32,24,19,35,35,26,40,40,30,39,54,43,49,48,41,53,47,53,48,36,42,45,55,61,49,62,47,52,60,65,52,51,68,59,50,56,67,61,62,60,78,49,68,62,75,67,60,58,59,48,48,62,47,43,48,42,43,42,37,41,34,46,32,37,41,38,30,32,21,22,20,27,26,17,29,21,13,20,11,20,13,14,8,13,8,7,6,7,7,4,6,2,1,2,3,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,2,5,7,16,31,28,68,66,75,49,46,34,35,39,48,62,55,65,93,86,93,74,46,23,22,6,13,14,11,11,8,8,12,17,12,14,7,9,12,7,13,8,10,9,9,4,9,6,10,11,11,9,10,12,10,11,9,8,14,13,12,13,10,8,14,14,11,11,16,11,10,22,25,14,22,22,17,19,20,18,27,28,22,20,24,28,28,21,30,25,19,32,42,31,37,40,45,42,54,40,41,56,59,70,52,54,57,70,70,62,64,55,56,54,52,70,66,59,66,57,68,55,72,59,50,61,67,57,52,56,67,59,60,71,50,50,47,58,38,54,50,45,50,32,55,47,53,49,34,33,29,36,34,23,22,21,16,18,13,13,15,7,19,11,10,7,7,11,4,2,0,2,0,1,0,0,0,1,1,0,2,1,1,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,3,3,6,3,8,13,17,41,44,49,43,33,33,49,41,52,55,82,99,81,75,58,53,28,13,21,13,17,12,14,11,13,6,18,11,10,10,12,12,7,14,17,14,10,12,15,9,5,8,6,10,10,7,11,8,7,9,14,11,11,10,14,12,6,11,11,9,16,22,20,13,18,11,9,13,15,22,10,19,20,15,16,26,19,27,21,23,21,14,29,26,37,41,29,36,30,32,36,41,45,52,57,51,58,71,52,48,72,61,72,65,51,60,76,78,62,62,69,55,60,60,66,62,76,65,62,58,65,77,71,75,67,71,78,66,62,66,49,61,52,41,43,44,43,45,51,47,42,38,43,29,28,38,30,25,29,18,22,20,20,23,14,14,9,15,9,7,5,7,1,4,8,1,1,0,1,2,1,0,0,1,1,0,0,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,3,7,10,13,12,30,48,68,73,47,47,35,49,34,48,47,47,62,75,74,93,81,60,60,39,22,15,20,12,8,10,11,6,10,13,11,7,11,8,7,15,10,7,9,10,8,4,3,8,8,12,13,16,9,11,9,15,8,15,6,7,15,11,8,8,15,16,13,17,12,11,18,12,14,10,17,28,15,20,22,26,15,15,23,20,22,19,23,35,27,39,31,28,27,39,45,38,42,46,48,52,40,48,52,61,35,50,59,55,58,59,65,48,50,57,55,54,56,65,66,47,59,50,67,54,56,66,59,56,62,49,45,69,62,57,53,52,57,52,59,56,43,40,53,44,44,45,59,34,39,41,40,42,35,28,44,25,28,17,20,22,17,18,18,16,16,12,9,6,6,3,7,6,2,0,0,3,1,2,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
15,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,4,1,4,7,4,11,20,26,35,54,51,27,19,35,42,50,44,40,49,52,71,78,65,65,38,37,18,23,12,14,14,10,19,7,8,8,11,19,13,8,12,16,9,16,11,8,7,8,11,11,13,17,8,7,11,13,14,17,20,11,16,18,16,14,11,16,14,8,15,21,9,12,18,19,19,14,20,23,16,18,27,18,36,23,35,28,37,24,27,42,30,36,31,37,29,37,42,31,60,45,55,52,71,49,48,51,48,55,58,52,63,49,67,54,72,58,71,63,62,54,50,75,62,78,56,66,66,55,47,53,73,54,62,58,62,49,50,48,48,47,35,37,47,34,37,36,49,55,38,47,36,32,39,35,30,22,35,23,17,18,14,18,16,8,14,20,9,12,12,11,9,7,9,5,17,8,8,8,8,3,5,6,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,1,4,7,7,12,21,35,29,66,52,34,33,36,36,55,41,54,30,60,64,107,90,74,51,29,25,16,21,19,14,24,10,14,8,8,10,13,8,16,12,18,14,15,11,10,14,5,12,14,14,14,16,11,11,19,9,6,10,16,15,12,13,11,11,14,15,16,16,15,18,15,15,17,14,16,16,15,16,17,17,24,23,20,35,32,18,30,37,36,30,31,36,32,47,48,46,44,34,47,38,57,43,49,46,51,54,52,46,54,38,57,61,47,61,54,48,51,52,61,53,54,67,75,65,52,62,56,56,59,72,50,68,46,63,72,57,59,55,50,45,44,44,47,36,44,38,32,39,47,36,37,34,25,38,35,29,25,24,22,24,13,19,18,14,11,6,18,8,10,11,10,6,7,6,5,3,4,3,3,0,2,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,1,3,12,11,19,45,51,80,78,56,66,50,44,28,29,38,50,57,58,55,67,62,62,55,40,24,22,17,12,9,8,5,9,10,8,8,9,6,15,16,10,8,8,12,12,7,9,10,10,10,13,17,6,12,3,16,15,13,10,13,6,12,9,16,17,21,15,18,10,10,17,16,16,11,19,19,18,23,16,23,21,23,26,34,21,19,33,27,24,32,27,40,44,39,25,41,51,40,40,37,46,41,40,47,45,56,57,36,45,52,46,55,48,60,71,59,62,64,46,68,55,62,61,53,51,56,50,58,54,55,48,59,68,50,63,41,51,57,52,60,51,55,56,48,51,41,42,45,48,47,35,50,39,33,38,25,22,29,23,26,21,18,13,17,23,9,12,10,8,7,8,3,1,3,5,2,1,0,0,1,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
18,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,3,1,4,7,6,9,6,5,9,6,10,12,8,17,10,16,16,20,14,13,25,24,20,26,38,28,21,28,25,30,23,20,20,16,22,25,27,20,12,16,18,25,26,21,20,27,18,19,19,15,22,21,20,26,29,34,28,24,31,26,27,33,32,41,35,49,46,36,39,41,46,45,50,50,55,74,66,78,91,85,89,74,61,59,54,49,58,44,56,49,76,69,59,55,45,66,49,48,48,63,32,33,29,39,30,47,36,37,37,32,39,30,31,26,23,32,38,32,32,26,31,29,31,28,26,27,32,30,25,36,22,18,29,22,25,28,27,28,26,24,13,13,24,16,16,28,15,14,17,17,21,21,22,31,14,24,21,20,30,20,24,18,25,16,22,31,31,22,31,33,34,34,29,40,26,36,33,20,36,22,21,21,18,17,15,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,6,5,9,4,12,9,7,12,11,16,13,14,13,12,15,20,17,26,19,14,29,17,17,26,22,15,16,17,23,21,8,9,14,14,18,19,19,23,26,29,26,30,17,26,39,26,30,27,29,21,32,22,34,38,35,35,32,36,33,40,35,37,43,39,28,41,41,38,44,51,37,57,60,65,77,70,65,55,71,54,43,59,56,53,51,67,55,72,68,55,63,55,47,59,38,48,45,45,31,49,39,37,32,28,48,27,31,43,42,41,42,41,38,39,36,28,39,26,26,34,30,26,19,27,27,23,19,28,25,34,18,37,20,21,34,27,24,38,28,25,25,29,22,23,18,22,30,19,16,13,19,14,26,14,14,17,18,16,22,20,25,29,20,30,37,35,38,32,40,25,30,33,24,25,24,27,19,29,25,22,17,19,8,12,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,4,3,5,2,7,5,9,10,9,9,14,16,14,9,13,18,14,14,15,20,25,26,22,24,24,19,34,21,22,29,12,23,21,19,22,17,25,18,17,24,29,19,27,16,21,23,22,30,18,28,28,36,27,36,23,28,31,29,31,26,34,28,36,33,29,36,39,35,38,30,38,44,42,48,57,60,74,52,63,63,70,52,55,59,47,58,60,46,59,79,59,54,58,54,40,44,43,41,39,54,35,47,43,31,40,43,42,39,45,36,41,41,36,32,32,39,35,32,30,30,38,21,29,27,26,32,31,36,25,28,27,29,22,34,38,29,24,34,32,32,29,28,30,27,22,20,21,23,21,23,14,12,21,18,14,14,21,27,25,19,23,30,10,24,14,14,25,28,36,32,30,41,48,44,42,37,30,16,25,17,22,26,23,17,14,14,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
21,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,3,7,6,7,10,2,6,16,15,13,16,10,12,12,13,15,15,12,16,18,13,18,21,17,20,22,18,21,28,28,29,21,26,24,18,25,18,16,17,17,18,23,20,12,20,15,14,20,13,17,21,17,11,21,30,30,20,22,35,30,39,32,44,46,34,53,39,38,37,42,37,38,38,42,48,62,52,60,80,56,62,67,52,47,67,45,65,68,61,58,63,73,63,61,54,47,62,55,49,59,51,53,52,43,41,54,44,40,27,34,34,26,28,31,35,32,34,27,35,38,21,25,27,32,27,34,31,23,20,23,22,30,18,20,16,25,25,30,13,16,22,14,18,22,21,21,15,19,21,22,26,12,29,20,33,27,24,23,36,35,30,28,26,27,24,35,32,27,28,19,17,24,22,21,22,34,24,28,38,34,29,30,29,24,33,30,19,7,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,2,7,10,12,12,20,18,30,32,25,17,14,24,12,11,17,17,16,22,11,14,13,19,11,18,22,17,24,18,8,13,13,28,22,6,13,11,11,12,14,22,20,13,16,17,17,15,17,20,28,11,28,27,34,22,19,20,27,31,35,33,37,31,28,35,42,61,41,49,28,40,54,46,56,50,71,71,64,59,63,55,57,64,70,47,55,56,47,60,75,55,66,47,46,60,60,44,36,39,33,47,39,49,40,51,43,40,42,30,43,42,35,39,41,32,34,31,33,42,27,37,32,39,26,25,20,23,27,22,20,20,28,14,25,31,22,17,20,25,13,23,20,18,23,31,23,13,23,28,19,29,19,26,25,21,22,34,29,25,35,25,21,34,26,35,35,39,24,24,29,24,21,29,21,14,36,26,27,27,37,33,24,28,33,21,14,15,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
23,0,0,0,0,0,0,0,0,1,0,0,2,0,2,2,2,1,2,2,5,4,6,3,14,9,9,4,7,8,6,9,17,8,6,12,16,12,10,11,18,20,16,23,29,13,21,23,28,30,20,39,21,37,39,49,48,40,36,37,37,30,38,29,26,22,26,30,22,23,26,30,32,39,23,22,31,34,42,31,23,26,35,38,35,42,33,33,33,38,27,21,36,37,42,49,48,55,51,59,27,43,32,36,35,31,37,36,48,48,50,38,40,44,28,40,38,30,31,33,29,27,24,33,30,34,27,29,32,39,36,24,38,30,32,33,22,33,31,33,34,30,34,37,40,33,35,34,32,26,39,41,28,29,30,25,31,26,18,28,21,34,25,31,29,27,17,26,30,32,30,35,40,25,20,39,35,25,33,22,31,28,24,28,35,30,37,45,33,33,35,29,28,34,31,23,32,42,20,49,57,70,57,28,20,13,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,7,3,6,9,7,22,12,19,11,18,16,17,13,10,16,15,12,11,16,24,14,17,17,19,16,25,16,19,20,35,29,22,26,26,31,33,35,45,49,41,31,41,30,33,24,35,33,40,28,24,43,35,24,34,39,34,29,36,37,34,48,35,26,25,27,23,32,36,36,30,31,29,37,40,29,34,38,46,59,49,41,36,41,30,31,25,32,20,31,32,47,37,43,56,56,36,43,38,35,44,28,34,31,24,26,27,34,38,24,24,34,39,32,33,30,36,24,33,21,34,30,34,32,28,37,34,41,30,27,24,31,27,27,30,24,28,30,24,24,25,32,28,31,27,24,22,36,29,21,26,19,37,25,24,29,32,22,29,25,18,21,24,31,29,28,31,25,25,29,27,25,23,23,25,34,31,38,35,48,27,46,54,61,69,61,28,22,9,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
